id,year,month,day,hour,minute,second,latitude,longitude,depth(km),magnitude
     1, 2010, 01, 01, 18, 45, 53,  35.5736,  -97.1686,   2.757,  2.6  
     2, 2010, 01, 11, 05, 16, 01,  35.5304,  -97.3003,   5.389,  2.8  
     3, 2010, 01, 15, 15, 18, 27,  35.5303,  -97.3049,   5.726,  3.8  
     4, 2010, 01, 15, 15, 27, 03,  35.5300,  -97.3077,   5.162,  3.7  
     5, 2010, 01, 24, 07, 14, 53,  35.4915,  -97.2445,   5.742,  3.6  
     6, 2010, 01, 24, 09, 45, 27,  35.4912,  -97.2707,   4.249,  2.2  
     7, 2010, 01, 24, 10, 20, 19,  35.4898,  -97.2705,   4.032,  2.6  
     8, 2010, 01, 26, 13, 58, 43,  35.5596,  -97.2894,   4.942,  2.2  
     9, 2010, 02, 04, 10, 31, 30,  35.5644,  -97.2916,   5.184,  2.3  
    10, 2010, 02, 12, 08, 47, 21,  35.5632,  -97.2922,   5.187,  2.3  
    11, 2010, 02, 13, 05, 30, 56,  35.5327,  -97.2963,   4.263,  3.2  
    12, 2010, 02, 13, 05, 59, 54,  35.5296,  -97.3128,   3.126,  1.5  
    13, 2010, 02, 14, 14, 22, 04,  35.5897,  -97.2502,   4.158,  1.2  
    14, 2010, 02, 15, 03, 32, 26,  35.5625,  -97.2980,   5.240,  3.1  
    15, 2010, 02, 15, 03, 55, 31,  35.5627,  -97.3028,   4.897,  1.6  
    16, 2010, 02, 15, 03, 59, 23,  35.5591,  -97.3010,   5.195,  1.3  
    17, 2010, 02, 15, 14, 28, 25,  35.5637,  -97.2987,   5.317,  1.7  
    18, 2010, 02, 16, 02, 33, 35,  35.5629,  -97.3024,   5.121,  1.3  
    19, 2010, 02, 17, 08, 31, 28,  35.5354,  -97.2896,   4.465,  1.5  
    20, 2010, 02, 17, 15, 14, 47,  35.5567,  -97.2870,   4.716,  1.7  
    21, 2010, 02, 19, 16, 12, 49,  35.6187,  -97.0636,   5.206,  3.2  
    22, 2010, 02, 19, 18, 17, 36,  35.5610,  -97.2956,   5.625,  1.5  
    23, 2010, 02, 20, 12, 18, 33,  35.5655,  -97.2937,   5.532,  0.0  
    24, 2010, 02, 21, 05, 07, 43,  35.6203,  -97.0682,   5.148,  2.8  
    25, 2010, 02, 21, 19, 36, 16,  35.5616,  -97.2960,   5.327,  2.5  
    26, 2010, 02, 22, 04, 16, 00,  35.4895,  -97.2362,   5.888,  2.1  
    27, 2010, 02, 23, 03, 57, 30,  35.6194,  -97.0641,   5.298,  2.5  
    28, 2010, 02, 23, 05, 28, 40,  35.5656,  -97.2930,   5.017,  2.3  
    29, 2010, 02, 23, 15, 31, 48,  35.5267,  -97.2903,   5.019,  1.4  
    30, 2010, 02, 26, 02, 45, 31,  35.5580,  -97.2276,   3.901,  2.0  
    31, 2010, 02, 26, 02, 56, 46,  35.5594,  -97.2275,   3.763,  2.0  
    32, 2010, 02, 26, 09, 02, 08,  35.6208,  -97.0664,   5.132,  3.2  
    33, 2010, 02, 26, 09, 45, 06,  35.6231,  -97.0641,   5.253,  2.3  
    34, 2010, 02, 26, 20, 19, 06,  35.5561,  -97.2282,   4.343,  1.5  
    35, 2010, 02, 26, 23, 21, 33,  35.5577,  -97.2279,   4.028,  2.6  
    36, 2010, 02, 27, 00, 15, 32,  35.5585,  -97.2280,   4.044,  2.1  
    37, 2010, 02, 27, 17, 49, 05,  35.5583,  -97.3041,   5.281,  1.3  
    38, 2010, 02, 27, 22, 22, 28,  35.5436,  -96.7777,   5.981,  4.1  
    39, 2010, 03, 03, 04, 24, 15,  35.5235,  -97.4224,   3.844,  1.5  
    40, 2010, 03, 03, 04, 35, 19,  35.5223,  -97.4222,   3.523,  2.7  
    41, 2010, 03, 04, 18, 26, 58,  35.5291,  -97.3044,   4.543,  1.3  
    42, 2010, 03, 05, 20, 35, 14,  35.5401,  -96.7791,   7.094,  3.3  
    43, 2010, 03, 06, 11, 27, 14,  35.5588,  -97.3008,   5.440,  1.0  
    44, 2010, 03, 06, 17, 04, 20,  35.6336,  -97.2144,   4.719,  1.2  
    45, 2010, 03, 07, 10, 31, 26,  35.5969,  -97.1150,   4.631,  2.5  
    46, 2010, 03, 09, 08, 16, 14,  35.5619,  -97.2985,   4.646,  0.8  
    47, 2010, 03, 10, 15, 09, 08,  35.5207,  -97.4069,   3.982,  1.9  
    48, 2010, 03, 11, 08, 11, 01,  35.3858,  -98.0506,   2.296,  2.6  
    49, 2010, 03, 11, 09, 45, 18,  35.4079,  -98.0879,   2.636,  2.4  
    50, 2010, 03, 11, 10, 00, 55,  35.4048,  -98.0928,   2.367,  2.4  
    51, 2010, 03, 11, 10, 06, 09,  35.3884,  -98.0779,   2.824,  2.4  
    52, 2010, 03, 11, 10, 54, 25,  35.3954,  -98.0675,   2.833,  2.6  
    53, 2010, 03, 11, 13, 15, 16,  35.3893,  -98.0804,   2.144,  2.8  
    54, 2010, 03, 11, 23, 57, 29,  35.3794,  -98.1045,   2.477,  3.3  
    55, 2010, 03, 12, 05, 17, 57,  35.5229,  -97.4102,   4.329,  1.8  
    56, 2010, 03, 13, 05, 15, 46,  35.6167,  -97.2224,   1.149,  1.9  
    57, 2010, 03, 13, 14, 40, 22,  35.5633,  -97.2930,   5.144,  2.0  
    58, 2010, 03, 13, 14, 46, 36,  35.5665,  -97.2929,   5.385,  0.0  
    59, 2010, 03, 13, 15, 27, 59,  35.4906,  -97.2542,   0.705,  1.5  
    60, 2010, 03, 18, 02, 42, 03,  35.6306,  -97.1343,   7.683,  2.2  
    61, 2010, 03, 19, 22, 07, 27,  35.5237,  -97.4085,   3.671,  2.4  
    62, 2010, 03, 20, 03, 00, 37,  35.5078,  -96.7484,   0.774,  2.2  
    63, 2010, 03, 20, 13, 37, 19,  35.8677,  -96.8079,   4.361,  1.9  
    64, 2010, 03, 22, 01, 28, 53,  35.8927,  -96.7900,   2.861,  1.9  
    65, 2010, 03, 22, 02, 37, 18,  35.5255,  -96.7730,   4.128,  3.9  
    66, 2010, 03, 22, 06, 36, 30,  35.5679,  -97.0698,   3.582,  1.9  
    67, 2010, 03, 22, 08, 20, 04,  35.5277,  -96.7754,   4.737,  3.1  
    68, 2010, 03, 22, 09, 18, 52,  35.5473,  -96.7774,   7.229,  3.1  
    69, 2010, 03, 22, 10, 46, 50,  35.4967,  -97.2440,   6.784,  1.7  
    70, 2010, 03, 22, 16, 11, 54,  35.5154,  -96.7331,   4.961,  2.3  
    71, 2010, 03, 22, 22, 02, 29,  35.5254,  -97.2988,   4.953,  1.7  
    72, 2010, 03, 23, 02, 02, 56,  35.5257,  -97.3112,   4.725,  1.4  
    73, 2010, 03, 23, 03, 32, 26,  35.5216,  -96.7729,   2.880,  2.3  
    74, 2010, 03, 24, 09, 26, 21,  35.5094,  -96.7479,   4.587,  2.2  
    75, 2010, 03, 26, 03, 42, 39,  35.5657,  -97.2952,   5.405,  0.8  
    76, 2010, 03, 28, 12, 51, 34,  35.5910,  -97.2543,   3.812,  1.2  
    77, 2010, 03, 28, 13, 24, 34,  35.5463,  -97.2344,   4.344,  2.1  
    78, 2010, 03, 28, 14, 46, 33,  35.5466,  -97.2340,   4.226,  2.1  
    79, 2010, 03, 28, 15, 29, 57,  35.5459,  -97.2350,   4.404,  2.3  
    80, 2010, 03, 28, 16, 55, 51,  35.5473,  -97.2343,   4.287,  1.5  
    81, 2010, 03, 29, 03, 55, 48,  35.5458,  -97.2358,   4.371,  2.1  
    82, 2010, 03, 29, 04, 28, 05,  35.4862,  -97.2595,   6.031,  1.9  
    83, 2010, 03, 29, 07, 18, 37,  35.5469,  -97.2342,   4.712,  1.9  
    84, 2010, 03, 30, 00, 49, 53,  35.5693,  -97.2890,   5.120,  1.3  
    85, 2010, 03, 30, 04, 19, 19,  35.6129,  -97.2227,   4.410,  2.2  
    86, 2010, 03, 30, 05, 25, 58,  35.5655,  -97.2957,   5.417,  2.2  
    87, 2010, 03, 30, 13, 29, 24,  35.5651,  -97.2934,   5.437,  1.7  
    88, 2010, 04, 01, 01, 23, 14,  35.6428,  -97.2734,   2.467,  2.0  
    89, 2010, 04, 01, 02, 10, 49,  35.6422,  -97.2746,   2.537,  2.1  
    90, 2010, 04, 02, 06, 51, 30,  35.5449,  -97.2372,   3.715,  0.1  
    91, 2010, 04, 02, 17, 00, 13,  35.5627,  -97.3001,   5.213,  1.0  
    92, 2010, 04, 03, 13, 34, 19,  35.5270,  -97.2961,   4.518,  2.8  
    93, 2010, 04, 03, 13, 52, 19,  35.5283,  -97.2927,   3.946,  2.6  
    94, 2010, 04, 03, 14, 34, 26,  35.5257,  -97.2940,   4.607,  2.6  
    95, 2010, 04, 06, 16, 08, 52,  35.5278,  -97.2940,   4.593,  1.7  
    96, 2010, 04, 07, 14, 58, 19,  35.5422,  -96.7775,   7.317,  2.7  
    97, 2010, 04, 07, 19, 23, 17,  34.9221,  -98.8402,   3.680,  1.6  
    98, 2010, 04, 08, 12, 42, 43,  35.5267,  -97.2923,   4.612,  3.5  
    99, 2010, 04, 08, 23, 18, 37,  35.5261,  -97.2902,   4.525,  0.9  
   100, 2010, 04, 09, 02, 24, 24,  35.5213,  -97.2907,   4.378,  2.2  
   101, 2010, 04, 09, 05, 11, 01,  35.5286,  -97.2950,   4.105,  1.9  
   102, 2010, 04, 09, 19, 40, 03,  35.6326,  -97.2163,   3.526,  1.7  
   103, 2010, 04, 10, 02, 49, 31,  35.5287,  -97.2930,   4.581,  2.9  
   104, 2010, 04, 10, 09, 34, 40,  35.5276,  -97.2940,   4.482,  2.0  
   105, 2010, 04, 10, 20, 46, 29,  35.5297,  -97.2936,   4.924,  1.9  
   106, 2010, 04, 12, 02, 48, 36,  35.4556,  -97.3047,   2.486,  2.3  
   107, 2010, 04, 12, 04, 04, 48,  35.6094,  -97.1229,   4.294,  3.2  
   108, 2010, 04, 12, 06, 02, 10,  34.6411,  -96.3031,   2.761,  2.1  
   109, 2010, 04, 12, 20, 57, 36,  35.5259,  -96.7682,   3.397,  1.7  
   110, 2010, 04, 13, 10, 58, 40,  35.5282,  -97.3011,   4.667,  1.8  
   111, 2010, 04, 14, 07, 15, 41,  35.6390,  -97.2209,   4.618,  1.3  
   112, 2010, 04, 14, 22, 06, 37,  35.5312,  -97.2944,   5.067,  0.5  
   113, 2010, 04, 14, 23, 02, 25,  35.5315,  -97.2933,   5.325,  1.4  
   114, 2010, 04, 15, 01, 09, 04,  35.5162,  -96.7417,   2.031,  1.9  
   115, 2010, 04, 15, 04, 02, 26,  34.6502,  -96.3103,   2.211,  2.3  
   116, 2010, 04, 15, 06, 54, 13,  35.5292,  -97.2983,   5.195,  1.6  
   117, 2010, 04, 15, 08, 54, 40,  35.4856,  -97.2600,   5.764,  2.1  
   118, 2010, 04, 15, 09, 37, 39,  35.5341,  -97.2967,   4.939,  1.8  
   119, 2010, 04, 15, 11, 44, 07,  34.6732,  -96.3566,   3.608,  2.3  
   120, 2010, 04, 15, 13, 22, 36,  34.6469,  -96.2856,   2.408,  3.1  
   121, 2010, 04, 17, 02, 12, 02,  35.5620,  -97.3008,   5.637,  1.6  
   122, 2010, 04, 17, 20, 32, 05,  35.4884,  -97.2600,   5.354,  2.2  
   123, 2010, 04, 18, 03, 05, 09,  35.5298,  -97.2947,   4.813,  2.5  
   124, 2010, 04, 18, 03, 13, 24,  35.5511,  -96.7802,   7.605,  2.0  
   125, 2010, 04, 19, 06, 11, 35,  35.5324,  -97.3000,   4.858,  2.0  
   126, 2010, 04, 19, 06, 28, 58,  35.5324,  -97.2964,   4.730,  1.8  
   127, 2010, 04, 19, 06, 35, 01,  35.5325,  -97.2982,   4.967,  1.9  
   128, 2010, 04, 20, 02, 15, 03,  35.5617,  -97.2587,   4.702,  1.0  
   129, 2010, 04, 20, 04, 30, 28,  35.5258,  -97.3048,   4.332,  0.2  
   130, 2010, 04, 20, 20, 04, 04,  35.5337,  -97.2908,   4.185,  0.8  
   131, 2010, 04, 20, 20, 36, 31,  35.5676,  -97.2585,   4.352,  1.0  
   132, 2010, 04, 21, 01, 11, 13,  35.4874,  -97.2606,   5.706,  2.5  
   133, 2010, 04, 21, 07, 11, 26,  35.5346,  -97.2879,   4.339,  1.2  
   134, 2010, 04, 21, 16, 47, 52,  35.4857,  -97.2632,   5.788,  2.9  
   135, 2010, 04, 21, 17, 21, 45,  35.5316,  -97.2989,   5.073,  2.0  
   136, 2010, 04, 21, 19, 35, 15,  35.5311,  -97.3005,   4.460,  2.0  
   137, 2010, 04, 22, 00, 20, 36,  35.5341,  -97.2968,   4.879,  0.8  
   138, 2010, 04, 22, 00, 33, 05,  35.5296,  -97.3011,   4.720,  1.6  
   139, 2010, 04, 22, 09, 10, 41,  35.5320,  -97.2990,   4.933,  1.6  
   140, 2010, 04, 22, 09, 11, 42,  35.5323,  -97.2977,   4.560,  2.6  
   141, 2010, 04, 22, 14, 52, 31,  35.5316,  -97.3000,   5.073,  1.1  
   142, 2010, 04, 22, 22, 37, 15,  35.5348,  -97.2959,   5.214,  0.2  
   143, 2010, 04, 23, 06, 38, 33,  35.5313,  -97.2971,   4.606,  1.5  
   144, 2010, 04, 24, 05, 14, 20,  35.5329,  -97.2971,   4.878,  2.0  
   145, 2010, 04, 24, 05, 20, 40,  35.5314,  -97.3003,   4.939,  1.6  
   146, 2010, 04, 24, 21, 05, 42,  35.5289,  -97.3038,   4.622,  2.1  
   147, 2010, 04, 24, 21, 11, 00,  35.5296,  -97.3025,   5.015,  1.9  
   148, 2010, 04, 25, 07, 12, 53,  35.5319,  -97.2999,   4.683,  1.1  
   149, 2010, 04, 25, 22, 11, 20,  35.5314,  -97.2989,   4.803,  2.8  
   150, 2010, 04, 25, 22, 12, 56,  35.5311,  -97.2987,   4.710,  0.8  
   151, 2010, 04, 25, 22, 47, 21,  35.5323,  -97.3033,   4.900,  0.1  
   152, 2010, 04, 25, 23, 10, 26,  35.5305,  -97.3010,   4.775,  2.5  
   153, 2010, 04, 26, 00, 53, 22,  35.5313,  -97.3041,   5.024,  0.6  
   154, 2010, 04, 26, 00, 59, 16,  35.5363,  -97.3014,   5.098,  0.6  
   155, 2010, 04, 26, 00, 59, 16,  35.5328,  -97.3025,   5.108,  0.8  
   156, 2010, 04, 26, 03, 34, 22,  35.5311,  -97.2993,   4.796,  1.9  
   157, 2010, 04, 26, 10, 04, 15,  35.5309,  -97.3008,   4.798,  1.7  
   158, 2010, 04, 26, 14, 05, 11,  35.5312,  -97.2999,   4.823,  1.4  
   159, 2010, 04, 27, 03, 44, 27,  34.6486,  -96.4069,   3.101,  1.5  
   160, 2010, 04, 27, 06, 31, 34,  34.6499,  -96.3870,   4.729,  1.0  
   161, 2010, 04, 27, 08, 29, 42,  34.6580,  -96.3913,   3.579,  0.7  
   162, 2010, 04, 27, 08, 51, 32,  34.6509,  -96.3999,   4.398,  0.9  
   163, 2010, 04, 27, 10, 47, 50,  34.6536,  -96.3637,   3.089,  1.4  
   164, 2010, 04, 27, 18, 30, 25,  34.6525,  -96.4089,   2.179,  2.0  
   165, 2010, 04, 27, 18, 30, 25,  34.6517,  -96.4067,   2.910,  2.0  
   166, 2010, 04, 27, 19, 18, 36,  35.4867,  -97.2607,   5.955,  1.5  
   167, 2010, 04, 27, 19, 57, 32,  34.6614,  -96.4004,   1.838,  1.6  
   168, 2010, 04, 27, 23, 32, 52,  35.5333,  -97.2974,   4.577,  1.3  
   169, 2010, 04, 27, 23, 59, 38,  35.5322,  -97.3010,   4.910,  1.8  
   170, 2010, 04, 28, 00, 03, 16,  35.5321,  -97.3021,   4.832,  1.3  
   171, 2010, 04, 28, 03, 48, 27,  35.5574,  -97.3066,   5.960,  1.8  
   172, 2010, 04, 28, 07, 11, 54,  35.4846,  -97.2572,   5.717,  0.0  
   173, 2010, 04, 28, 07, 36, 38,  35.5300,  -97.3032,   4.831,  1.8  
   174, 2010, 04, 29, 09, 39, 06,  35.5321,  -97.2962,   4.763,  2.6  
   175, 2010, 04, 29, 09, 54, 36,  35.5306,  -97.3014,   4.664,  2.2  
   176, 2010, 04, 29, 10, 31, 23,  35.5311,  -97.3015,   4.702,  2.0  
   177, 2010, 04, 29, 10, 33, 42,  35.5316,  -97.2978,   4.962,  0.6  
   178, 2010, 04, 29, 10, 47, 58,  35.5300,  -97.3022,   4.815,  0.1  
   179, 2010, 04, 29, 22, 00, 16,  34.6506,  -96.3898,   4.908,  2.6  
   180, 2010, 04, 30, 11, 12, 40,  35.5330,  -97.2981,   5.116,  1.4  
   181, 2010, 05, 02, 13, 32, 28,  35.4761,  -97.2897,   5.961,  0.9  
   182, 2010, 05, 02, 20, 25, 56,  34.6509,  -96.4147,   1.845,  2.0  
   183, 2010, 05, 04, 08, 01, 01,  35.5626,  -97.3058,   5.925,  1.2  
   184, 2010, 05, 04, 12, 14, 46,  35.5301,  -97.3009,   4.562,  0.0  
   185, 2010, 05, 04, 15, 11, 15,  35.5300,  -97.3029,   4.674,  1.7  
   186, 2010, 05, 05, 01, 47, 56,  35.5295,  -97.3042,   4.775,  1.8  
   187, 2010, 05, 05, 01, 53, 04,  35.5309,  -97.3015,   4.602,  0.6  
   188, 2010, 05, 05, 02, 35, 04,  35.5309,  -97.3006,   4.662,  2.0  
   189, 2010, 05, 05, 04, 22, 30,  35.5296,  -97.3037,   4.599,  1.7  
   190, 2010, 05, 05, 05, 18, 11,  35.5295,  -97.3048,   4.697,  0.6  
   191, 2010, 05, 05, 09, 56, 51,  35.5304,  -97.3017,   5.074,  2.0  
   192, 2010, 05, 06, 06, 33, 58,  35.4857,  -97.2592,   5.803,  2.2  
   193, 2010, 05, 06, 09, 45, 18,  35.5338,  -97.3037,   4.895,  1.3  
   194, 2010, 05, 07, 06, 18, 05,  35.4862,  -97.2608,   6.123,  2.3  
   195, 2010, 05, 07, 11, 35, 57,  35.5310,  -97.3017,   4.893,  2.0  
   196, 2010, 05, 07, 12, 40, 48,  35.5323,  -97.3017,   5.098,  1.3  
   197, 2010, 05, 07, 12, 44, 57,  35.5313,  -97.3003,   4.816,  3.4  
   198, 2010, 05, 07, 18, 05, 39,  35.5282,  -97.3032,   4.333,  1.8  
   199, 2010, 05, 07, 18, 49, 19,  35.5296,  -97.3014,   4.908,  2.6  
   200, 2010, 05, 08, 08, 13, 52,  35.5517,  -97.2472,   3.681,  1.7  
   201, 2010, 05, 08, 10, 17, 29,  35.5695,  -97.1565,   4.260,  2.2  
   202, 2010, 05, 09, 00, 34, 00,  35.5317,  -97.2993,   4.812,  2.4  
   203, 2010, 05, 09, 00, 42, 15,  35.5324,  -97.3000,   4.921,  1.5  
   204, 2010, 05, 09, 01, 11, 27,  35.5317,  -97.3008,   4.979,  2.5  
   205, 2010, 05, 09, 05, 54, 22,  35.5315,  -97.3012,   5.293,  2.0  
   206, 2010, 05, 10, 13, 13, 39,  35.5267,  -96.7571,   3.552,  2.0  
   207, 2010, 05, 10, 14, 47, 41,  35.5256,  -96.7706,   4.408,  2.7  
   208, 2010, 05, 10, 17, 07, 39,  34.4501,  -96.2814,   2.976,  1.6  
   209, 2010, 05, 10, 17, 28, 24,  34.4522,  -96.2903,   4.015,  2.1  
   210, 2010, 05, 11, 15, 02, 01,  35.5541,  -97.2456,   3.689,  1.7  
   211, 2010, 05, 12, 11, 45, 02,  35.5526,  -97.2462,   3.637,  2.0  
   212, 2010, 05, 12, 14, 48, 51,  35.4856,  -97.2626,   6.016,  2.1  
   213, 2010, 05, 13, 17, 27, 41,  35.4825,  -97.2658,   5.413,  2.4  
   214, 2010, 05, 13, 19, 31, 16,  34.9250,  -98.8430,   2.547,  1.9  
   215, 2010, 05, 13, 23, 22, 00,  35.5318,  -97.2983,   4.485,  2.6  
   216, 2010, 05, 15, 04, 31, 29,  35.5708,  -97.2892,   5.180,  1.3  
   217, 2010, 05, 15, 17, 36, 36,  35.5365,  -97.2985,   4.846,  0.7  
   218, 2010, 05, 16, 11, 56, 51,  35.5340,  -97.2976,   5.026,  2.0  
   219, 2010, 05, 16, 15, 56, 41,  35.5325,  -97.2943,   4.997,  0.8  
   220, 2010, 05, 16, 16, 02, 01,  35.5323,  -97.3012,   5.205,  0.4  
   221, 2010, 05, 17, 01, 12, 47,  35.5547,  -97.2480,   4.136,  1.2  
   222, 2010, 05, 17, 20, 01, 24,  35.4943,  -97.2385,   6.068,  2.4  
   223, 2010, 05, 18, 06, 14, 19,  35.4894,  -97.2456,   7.066,  1.5  
   224, 2010, 05, 18, 23, 46, 25,  35.5329,  -97.3021,   5.136,  2.1  
   225, 2010, 05, 19, 12, 17, 10,  35.5301,  -97.3052,   5.505, -0.9  
   226, 2010, 05, 19, 13, 44, 33,  35.4978,  -97.2378,   6.072,  1.0  
   227, 2010, 05, 20, 06, 55, 51,  35.5334,  -97.2960,   4.853,  2.0  
   228, 2010, 05, 23, 03, 58, 04,  35.5332,  -97.2963,   4.816,  0.9  
   229, 2010, 05, 23, 16, 59, 26,  35.5294,  -97.3046,   4.971,  2.2  
   230, 2010, 05, 24, 00, 55, 56,  35.4805,  -97.2624,   5.689,  1.0  
   231, 2010, 05, 24, 07, 33, 34,  35.5318,  -97.3042,   4.881,  2.2  
   232, 2010, 05, 24, 13, 01, 40,  35.5335,  -97.3005,   5.316,  2.2  
   233, 2010, 05, 24, 22, 55, 29,  35.5332,  -97.3009,   4.937,  0.0  
   234, 2010, 05, 25, 00, 56, 00,  35.5320,  -97.3019,   4.817,  1.6  
   235, 2010, 05, 27, 07, 23, 19,  35.5326,  -97.2996,   5.172,  2.2  
   236, 2010, 05, 31, 16, 27, 03,  35.5208,  -97.2157,   2.517,  0.3  
   237, 2010, 06, 06, 04, 07, 53,  35.5406,  -97.3390,   4.261,  1.5  
   238, 2010, 06, 06, 22, 38, 00,  35.5342,  -97.3000,   5.140,  1.7  
   239, 2010, 06, 07, 12, 45, 10,  35.5809,  -97.2370,   4.065,  1.9  
   240, 2010, 06, 10, 15, 29, 06,  35.5302,  -97.3026,   5.244,  0.7  
   241, 2010, 06, 10, 16, 24, 13,  35.5991,  -97.1216,   4.859,  2.3  
   242, 2010, 06, 11, 08, 53, 46,  35.5797,  -97.2811,   4.301,  1.3  
   243, 2010, 06, 11, 17, 44, 20,  34.3888,  -96.8581,   2.641,  1.2  
   244, 2010, 06, 12, 04, 29, 54,  35.6101,  -97.2205,   3.928,  2.7  
   245, 2010, 06, 14, 01, 40, 26,  35.5795,  -97.2859,   4.034,  0.0  
   246, 2010, 06, 14, 01, 54, 57,  35.5778,  -97.2824,   4.430,  0.8  
   247, 2010, 06, 14, 01, 59, 03,  35.5816,  -97.2802,   3.907,  0.9  
   248, 2010, 06, 14, 12, 04, 25,  35.5762,  -97.2797,   4.663,  1.0  
   249, 2010, 06, 14, 12, 15, 19,  35.5759,  -97.2832,   4.297,  0.9  
   250, 2010, 06, 14, 21, 33, 56,  34.8604,  -97.6694,   3.708,  2.6  
   251, 2010, 06, 19, 02, 14, 32,  35.0128,  -97.4215,   3.559,  2.5  
   252, 2010, 06, 21, 00, 57, 54,  34.4997,  -96.3779,   3.042,  1.6  
   253, 2010, 06, 21, 21, 21, 54,  35.0076,  -97.4128,   4.702,  2.2  
   254, 2010, 06, 22, 04, 44, 20,  35.0191,  -97.4233,   3.057,  1.9  
   255, 2010, 06, 22, 09, 25, 25,  35.5308,  -97.3026,   4.687,  1.2  
   256, 2010, 06, 22, 23, 16, 15,  35.5337,  -97.3005,   5.309,  2.2  
   257, 2010, 06, 22, 23, 27, 37,  35.5321,  -97.2992,   4.909,  2.6  
   258, 2010, 06, 22, 23, 28, 56,  35.5310,  -97.3013,   4.562,  0.9  
   259, 2010, 06, 23, 14, 08, 57,  35.3812,  -98.1002,   4.018,  2.2  
   260, 2010, 06, 23, 15, 36, 15,  35.5321,  -97.2934,   4.949,  1.5  
   261, 2010, 06, 25, 06, 54, 43,  35.5301,  -96.7767,   1.930,  1.8  
   262, 2010, 06, 26, 22, 08, 02,  35.5300,  -96.7702,   3.258,  2.1  
   263, 2010, 06, 29, 23, 45, 45,  35.5300,  -96.7732,   5.069,  2.1  
   264, 2010, 06, 29, 23, 55, 13,  35.5304,  -96.7652,   3.485,  1.7  
   265, 2010, 06, 30, 16, 19, 00,  35.5316,  -96.7739,   7.230,  2.1  
   266, 2010, 06, 30, 16, 51, 47,  35.5287,  -96.7680,   3.393,  1.7  
   267, 2010, 06, 30, 19, 09, 20,  35.5307,  -96.7652,   3.307,  1.6  
   268, 2010, 06, 30, 22, 14, 16,  34.2617,  -97.4633,   2.529,  2.2  
   269, 2010, 06, 30, 23, 08, 09,  35.5584,  -97.2872,   4.257,  2.1  
   270, 2010, 06, 30, 23, 34, 50,  34.2667,  -97.4732,   2.205,  2.5  
   271, 2010, 07, 01, 00, 27, 53,  35.5480,  -97.2864,   4.895,  0.9  
   272, 2010, 07, 01, 00, 28, 56,  35.5588,  -97.2864,   4.645,  0.8  
   273, 2010, 07, 01, 00, 45, 18,  35.5604,  -97.2874,   4.584,  1.4  
   274, 2010, 07, 01, 01, 41, 31,  34.2658,  -97.4455,   2.874,  2.6  
   275, 2010, 07, 01, 01, 46, 00,  34.2496,  -97.4543,   2.812,  2.5  
   276, 2010, 07, 01, 17, 20, 05,  35.5662,  -97.2787,   4.665,  0.6  
   277, 2010, 07, 01, 17, 46, 27,  35.5541,  -97.2922,   4.771,  0.3  
   278, 2010, 07, 01, 18, 52, 39,  35.5589,  -97.2876,   4.381,  2.6  
   279, 2010, 07, 01, 21, 36, 29,  35.5575,  -97.2881,   4.624,  1.6  
   280, 2010, 07, 01, 23, 13, 17,  35.5569,  -97.2846,   4.736,  0.2  
   281, 2010, 07, 02, 05, 34, 14,  35.5602,  -97.2886,   4.450,  0.7  
   282, 2010, 07, 02, 08, 14, 08,  35.5573,  -97.2929,   4.184,  2.2  
   283, 2010, 07, 02, 14, 24, 39,  35.5303,  -97.3076,   5.234,  0.6  
   284, 2010, 07, 03, 03, 45, 04,  35.5594,  -97.2847,   4.500,  1.9  
   285, 2010, 07, 03, 14, 16, 46,  35.5240,  -96.7836,   2.360,  1.9  
   286, 2010, 07, 04, 06, 37, 13,  35.5214,  -96.7830,   3.399,  2.2  
   287, 2010, 07, 04, 18, 10, 29,  35.5605,  -97.2892,   4.601,  2.0  
   288, 2010, 07, 04, 23, 40, 11,  35.5592,  -97.2864,   4.465,  1.7  
   289, 2010, 07, 05, 01, 07, 39,  35.5623,  -97.2842,   4.253,  1.4  
   290, 2010, 07, 05, 07, 01, 33,  35.5619,  -97.2902,   4.825,  0.8  
   291, 2010, 07, 05, 15, 38, 17,  35.5616,  -97.2865,   4.636,  1.6  
   292, 2010, 07, 06, 11, 17, 40,  35.5589,  -97.2879,   4.715,  2.1  
   293, 2010, 07, 07, 02, 34, 20,  35.5585,  -97.2907,   4.287,  1.6  
   294, 2010, 07, 07, 10, 52, 59,  35.5521,  -97.2788,   3.914,  0.9  
   295, 2010, 07, 07, 15, 48, 17,  35.5722,  -97.2824,   4.219,  0.0  
   296, 2010, 07, 07, 18, 59, 56,  35.5449,  -97.2973,   4.700,  0.2  
   297, 2010, 07, 08, 03, 52, 07,  35.5576,  -97.2935,   4.512,  1.0  
   298, 2010, 07, 09, 16, 57, 07,  35.5504,  -97.2881,   4.833,  1.2  
   299, 2010, 07, 10, 03, 49, 02,  35.5595,  -97.2896,   4.475,  1.7  
   300, 2010, 07, 10, 10, 14, 30,  35.5566,  -97.2867,   4.752,  2.2  
   301, 2010, 07, 10, 16, 00, 20,  34.6436,  -96.3725,   3.063,  1.7  
   302, 2010, 07, 10, 21, 08, 05,  35.8815,  -96.7982,   3.426,  1.4  
   303, 2010, 07, 10, 21, 58, 34,  34.6265,  -96.3670,   0.423,  1.5  
