id,year,month,day,hour,minute,second,latitude,longitude,depth(km),magnitude
  9642, 2014, 10, 09, 12, 56, 38,  36.3530,  -97.0441,   4.708,  2.3  
  9643, 2014, 10, 09, 15, 33, 02,  36.2072,  -96.7270,   3.948,  1.4  
  9644, 2014, 10, 09, 15, 41, 41,  37.2314,  -97.9666,   5.082,  2.8  
  9645, 2014, 10, 09, 16, 01, 11,  36.6017,  -97.6702,   6.835,  2.2  
  9646, 2014, 10, 09, 16, 39, 16,  36.7477,  -97.6490,   6.284,  2.4  
  9647, 2014, 10, 09, 17, 31, 49,  36.5763,  -97.8309,   6.837,  2.3  
  9648, 2014, 10, 09, 17, 42, 29,  36.8455,  -98.3371,   5.728,  2.1  
  9649, 2014, 10, 09, 17, 52, 52,  35.9501,  -96.7904,   3.172,  2.5  
  9650, 2014, 10, 09, 18, 18, 12,  35.8128,  -97.4404,   4.683,  2.5  
  9651, 2014, 10, 09, 19, 12, 12,  36.6011,  -97.6696,   6.831,  2.2  
  9652, 2014, 10, 09, 19, 14, 19,  36.5766,  -97.8328,   6.869,  2.1  
  9653, 2014, 10, 09, 20, 30, 25,  36.9058,  -98.2347,   6.737,  2.5  
  9654, 2014, 10, 10, 01, 27, 56,  35.6848,  -97.0689,   4.169,  1.6  
  9655, 2014, 10, 10, 02, 44, 22,  35.5389,  -97.2058,   5.153,  1.3  
  9656, 2014, 10, 10, 03, 43, 23,  37.0727,  -98.0163,   6.196,  1.8  
  9657, 2014, 10, 10, 03, 53, 19,  35.8947,  -97.2686,   6.617,  2.1  
  9658, 2014, 10, 10, 04, 34, 32,  35.9501,  -96.7891,   3.212,  2.9  
  9659, 2014, 10, 10, 04, 42, 50,  36.3676,  -97.5928,   6.578,  1.8  
  9660, 2014, 10, 10, 04, 58, 51,  37.0264,  -97.9407,   6.413,  3.2  
  9661, 2014, 10, 10, 05, 11, 32,  36.7475,  -97.6494,   6.299,  2.1  
  9662, 2014, 10, 10, 07, 38, 35,  35.8165,  -97.4203,   5.222,  3.0  
  9663, 2014, 10, 10, 07, 38, 36,  35.8128,  -97.4259,   5.596,  3.0  
  9664, 2014, 10, 10, 07, 55, 46,  35.8120,  -97.4241,   5.601,  2.6  
  9665, 2014, 10, 10, 08, 01, 57,  36.3530,  -97.0441,   4.744,  2.0  
  9666, 2014, 10, 10, 08, 28, 06,  37.1796,  -97.8911,   4.799,  1.5  
  9667, 2014, 10, 10, 13, 51, 21,  35.9451,  -96.7672,   4.534,  4.2  
  9668, 2014, 10, 10, 15, 35, 24,  35.9442,  -96.7599,   5.225,  1.6  
  9669, 2014, 10, 10, 16, 13, 40,  35.7492,  -97.1212,   4.002,  2.8  
  9670, 2014, 10, 10, 16, 13, 41,  35.7443,  -97.1308,   5.955,  2.8  
  9671, 2014, 10, 10, 16, 18, 25,  35.7448,  -97.1337,   6.201,  3.2  
  9672, 2014, 10, 10, 16, 55, 24,  36.1148,  -97.4205,   6.276,  2.2  
  9673, 2014, 10, 10, 17, 09, 50,  35.7451,  -97.1348,   5.947,  2.6  
  9674, 2014, 10, 10, 17, 26, 21,  35.7454,  -97.1357,   6.020,  3.1  
  9675, 2014, 10, 10, 18, 14, 26,  35.9450,  -96.7658,   3.726,  2.3  
  9676, 2014, 10, 10, 19, 10, 00,  36.2812,  -97.2282,   5.957,  1.8  
  9677, 2014, 10, 10, 20, 44, 25,  36.6675,  -98.1479,   6.191,  2.3  
  9678, 2014, 10, 10, 22, 38, 46,  37.2277,  -97.9587,   3.630,  1.6  
  9679, 2014, 10, 10, 22, 45, 02,  37.1623,  -97.8122,   4.203,  1.5  
  9680, 2014, 10, 11, 00, 05, 56,  37.2290,  -97.9578,   3.680,  1.9  
  9681, 2014, 10, 11, 00, 34, 45,  36.8163,  -97.7183,   6.364,  2.4  
  9682, 2014, 10, 11, 01, 06, 47,  36.7947,  -97.8926,   3.602,  2.2  
  9683, 2014, 10, 11, 02, 39, 49,  36.5179,  -98.5710,   7.997,  1.9  
  9684, 2014, 10, 11, 05, 11, 43,  37.2383,  -97.9573,   4.675,  1.7  
  9685, 2014, 10, 11, 08, 33, 57,  37.0984,  -98.0024,   5.715,  2.0  
  9686, 2014, 10, 11, 08, 42, 27,  36.0505,  -97.5296,   6.108,  2.0  
  9687, 2014, 10, 11, 13, 50, 09,  37.0768,  -97.9019,   6.051,  2.0  
  9688, 2014, 10, 11, 13, 50, 46,  37.0760,  -97.9030,   6.088,  2.9  
  9689, 2014, 10, 11, 14, 05, 03,  35.7418,  -97.1255,   5.901,  2.6  
  9690, 2014, 10, 11, 14, 20, 58,  36.6411,  -97.6646,   6.833,  2.8  
  9691, 2014, 10, 11, 17, 29, 25,  36.4409,  -97.0680,   6.028,  2.8  
  9692, 2014, 10, 11, 17, 47, 51,  35.5890,  -97.3837,   5.369,  2.6  
  9693, 2014, 10, 11, 18, 53, 53,  35.8122,  -97.4270,   5.508,  1.7  
  9694, 2014, 10, 11, 22, 08, 03,  37.2264,  -97.9599,   3.621,  1.6  
  9695, 2014, 10, 11, 23, 46, 14,  36.4669,  -97.1805,   6.028,  2.6  
  9696, 2014, 10, 12, 08, 13, 56,  36.2360,  -97.0058,   6.148,  1.8  
  9697, 2014, 10, 12, 08, 35, 56,  35.8141,  -97.4253,   5.678,  2.4  
  9698, 2014, 10, 12, 09, 14, 28,  36.0040,  -97.0714,   6.253,  2.5  
  9699, 2014, 10, 12, 09, 51, 47,  37.0552,  -97.9165,   6.477,  2.2  
  9700, 2014, 10, 12, 12, 30, 50,  35.5462,  -96.7503,   3.948,  1.9  
  9701, 2014, 10, 12, 13, 49, 37,  37.1478,  -97.6412,   3.860,  2.1  
  9702, 2014, 10, 12, 15, 05, 38,  36.8168,  -97.7221,   6.360,  2.1  
  9703, 2014, 10, 12, 15, 35, 55,  36.4673,  -97.1800,   6.029,  2.3  
  9704, 2014, 10, 12, 16, 03, 26,  37.2312,  -97.9686,   4.997,  3.2  
  9705, 2014, 10, 12, 16, 39, 14,  37.2301,  -97.9683,   5.086,  1.7  
  9706, 2014, 10, 12, 18, 12, 34,  35.9478,  -96.7808,   3.965,  2.5  
  9707, 2014, 10, 12, 18, 16, 31,  36.2192,  -97.5533,   5.114,  2.3  
  9708, 2014, 10, 12, 18, 16, 32,  36.2151,  -97.5580,   5.834,  2.3  
  9709, 2014, 10, 12, 19, 40, 43,  36.6942,  -98.2940,   6.615,  3.0  
  9710, 2014, 10, 12, 22, 09, 29,  35.9465,  -96.7701,   4.506,  2.7  
  9711, 2014, 10, 12, 22, 11, 21,  35.9468,  -96.7707,   4.513,  2.9  
  9712, 2014, 10, 12, 23, 21, 31,  35.9494,  -96.7883,   3.274,  2.4  
  9713, 2014, 10, 13, 00, 08, 47,  36.2788,  -96.9371,   5.986,  2.5  
  9714, 2014, 10, 13, 00, 31, 45,  36.2784,  -96.9357,   5.996,  2.7  
  9715, 2014, 10, 13, 01, 44, 30,  36.2785,  -96.9359,   5.961,  3.2  
  9716, 2014, 10, 13, 02, 25, 38,  35.7685,  -97.4896,   4.775,  2.6  
  9717, 2014, 10, 13, 03, 49, 24,  36.6142,  -97.8708,   6.807,  2.0  
  9718, 2014, 10, 13, 04, 35, 18,  36.8169,  -97.7228,   6.395,  2.0  
  9719, 2014, 10, 13, 04, 43, 00,  37.0555,  -97.9173,   6.473,  1.6  
  9720, 2014, 10, 13, 04, 49, 46,  36.3509,  -97.1021,   2.938,  2.1  
  9721, 2014, 10, 13, 05, 34, 46,  36.2336,  -97.6015,   2.742,  2.1  
  9722, 2014, 10, 13, 06, 35, 32,  35.7205,  -97.4311,   1.511,  1.7  
  9723, 2014, 10, 13, 06, 55, 35,  36.2790,  -96.9656,   6.822,  1.9  
  9724, 2014, 10, 13, 07, 56, 36,  36.3876,  -97.1552,   4.819,  1.6  
  9725, 2014, 10, 13, 08, 02, 36,  36.6412,  -97.6643,   6.844,  2.0  
  9726, 2014, 10, 13, 08, 58, 20,  36.6433,  -97.9050,   5.153,  3.1  
  9727, 2014, 10, 13, 09, 05, 41,  35.8155,  -97.4436,   5.318,  2.3  
  9728, 2014, 10, 13, 11, 02, 41,  36.4016,  -96.8013,   5.029,  1.9  
  9729, 2014, 10, 13, 11, 08, 14,  36.6886,  -98.0331,   7.010,  2.5  
  9730, 2014, 10, 13, 11, 40, 03,  36.6669,  -98.1992,   6.111,  2.9  
  9731, 2014, 10, 13, 12, 24, 54,  35.7254,  -97.5248,   5.470,  3.2  
  9732, 2014, 10, 13, 13, 00, 10,  35.7256,  -97.5217,   5.246,  2.3  
  9733, 2014, 10, 13, 13, 35, 51,  35.8486,  -97.3315,   6.343,  1.9  
  9734, 2014, 10, 13, 13, 44, 35,  36.3033,  -96.8744,   5.946,  2.0  
  9735, 2014, 10, 13, 16, 03, 12,  36.8174,  -97.7261,   6.292,  3.0  
  9736, 2014, 10, 13, 19, 10, 15,  35.8134,  -97.4267,   5.591,  2.6  
  9737, 2014, 10, 13, 21, 18, 48,  36.6911,  -98.0402,   6.956,  2.6  
  9738, 2014, 10, 14, 00, 10, 21,  35.8153,  -97.4255,   5.697,  1.6  
  9739, 2014, 10, 14, 01, 07, 03,  36.4727,  -98.5220,  13.932,  2.7  
  9740, 2014, 10, 14, 01, 18, 07,  35.4774,  -97.3529,   6.649,  3.0  
  9741, 2014, 10, 14, 03, 53, 39,  36.2309,  -96.7215,   4.129,  2.5  
  9742, 2014, 10, 14, 04, 55, 45,  36.5182,  -98.4728,   3.673,  3.3  
  9743, 2014, 10, 14, 05, 06, 01,  35.8063,  -97.4179,   4.547,  3.1  
  9744, 2014, 10, 14, 05, 07, 28,  35.8100,  -97.4152,   4.362,  2.5  
  9745, 2014, 10, 14, 05, 07, 29,  35.8064,  -97.4186,   4.662,  2.5  
  9746, 2014, 10, 14, 06, 26, 19,  36.6429,  -97.9025,   5.087,  3.3  
  9747, 2014, 10, 14, 06, 35, 11,  35.8124,  -97.4247,   5.601,  2.1  
  9748, 2014, 10, 14, 10, 19, 55,  36.2789,  -96.9373,   5.982,  2.2  
  9749, 2014, 10, 14, 13, 58, 19,  37.2208,  -97.9768,   3.601,  1.6  
  9750, 2014, 10, 14, 14, 57, 20,  36.6173,  -97.6883,   6.721,  2.3  
  9751, 2014, 10, 14, 15, 29, 27,  36.9634,  -97.8368,   3.723,  2.4  
  9752, 2014, 10, 14, 16, 41, 21,  37.2313,  -97.9684,   4.650,  2.1  
  9753, 2014, 10, 14, 18, 12, 40,  36.2147,  -97.5572,   5.877,  2.3  
  9754, 2014, 10, 14, 18, 28, 31,  36.3498,  -97.0146,   4.270,  3.1  
  9755, 2014, 10, 14, 18, 28, 32,  36.3519,  -97.0932,   5.837,  3.1  
  9756, 2014, 10, 14, 22, 49, 53,  35.8136,  -97.4315,   5.200,  2.0  
  9757, 2014, 10, 14, 23, 49, 26,  35.8151,  -97.4319,   5.548,  2.3  
  9758, 2014, 10, 15, 03, 24, 00,  36.8160,  -97.7183,   6.316,  2.3  
  9759, 2014, 10, 15, 08, 47, 09,  35.7444,  -97.1310,   5.965,  2.4  
  9760, 2014, 10, 15, 08, 48, 48,  35.7198,  -97.2229,   5.223,  2.9  
  9761, 2014, 10, 15, 09, 16, 27,  35.7480,  -97.1190,   3.966,  2.4  
  9762, 2014, 10, 15, 09, 16, 28,  35.7443,  -97.1300,   5.976,  2.4  
  9763, 2014, 10, 15, 09, 51, 16,  36.5082,  -99.0488,   7.520,  3.5  
  9764, 2014, 10, 15, 09, 51, 17,  36.5044,  -99.0309,   7.637,  3.5  
  9765, 2014, 10, 15, 11, 11, 30,  37.1351,  -97.6785,   4.723,  1.7  
  9766, 2014, 10, 15, 11, 24, 49,  37.0782,  -98.0250,   6.070,  1.6  
  9767, 2014, 10, 15, 11, 31, 08,  36.5554,  -97.8361,   6.296,  2.7  
  9768, 2014, 10, 15, 12, 20, 26,  37.2248,  -97.9633,   3.632,  2.2  
  9769, 2014, 10, 15, 12, 33, 39,  36.3292,  -97.5862,   7.604,  3.0  
  9770, 2014, 10, 15, 14, 17, 04,  36.4415,  -97.0715,   6.016,  2.4  
  9771, 2014, 10, 15, 21, 20, 05,  35.7172,  -97.2362,   0.823,  1.9  
  9772, 2014, 10, 15, 22, 16, 25,  36.7263,  -97.8874,   5.247,  2.9  
  9773, 2014, 10, 16, 00, 10, 07,  37.1346,  -97.6787,   4.781,  1.6  
  9774, 2014, 10, 16, 00, 55, 06,  35.5050,  -97.2311,   6.674,  2.2  
  9775, 2014, 10, 16, 02, 30, 37,  37.1349,  -97.6783,   4.755,  1.7  
  9776, 2014, 10, 16, 04, 12, 29,  37.1347,  -97.6785,   4.783,  1.5  
  9777, 2014, 10, 16, 05, 14, 50,  36.2995,  -97.5402,   6.691,  2.1  
  9778, 2014, 10, 16, 05, 53, 18,  37.0772,  -97.9020,   6.091,  1.6  
  9779, 2014, 10, 16, 06, 01, 27,  36.2082,  -96.7413,   4.558,  1.5  
  9780, 2014, 10, 16, 06, 02, 51,  35.8568,  -97.3408,   6.267,  2.1  
  9781, 2014, 10, 16, 06, 21, 16,  36.2500,  -97.4858,   6.021,  2.5  
  9782, 2014, 10, 16, 06, 31, 49,  36.8443,  -98.2238,   6.615,  2.3  
  9783, 2014, 10, 16, 06, 36, 36,  37.0554,  -97.9174,   6.424,  2.5  
  9784, 2014, 10, 16, 08, 49, 38,  36.2091,  -97.1286,   6.289,  2.1  
  9785, 2014, 10, 16, 09, 03, 56,  36.2059,  -97.5386,   5.257,  2.5  
  9786, 2014, 10, 16, 09, 21, 27,  36.2054,  -97.5373,   5.237,  2.5  
  9787, 2014, 10, 16, 11, 33, 17,  37.1349,  -97.6781,   4.770,  1.5  
  9788, 2014, 10, 16, 13, 33, 16,  36.5014,  -99.0374,   7.535,  2.5  
  9789, 2014, 10, 16, 13, 39, 49,  36.8362,  -97.7527,   6.066,  2.6  
  9790, 2014, 10, 16, 14, 10, 43,  37.0779,  -98.0252,   6.057,  1.6  
  9791, 2014, 10, 16, 14, 28, 32,  36.2064,  -97.5397,   5.294,  2.3  
  9792, 2014, 10, 16, 14, 58, 41,  36.8576,  -98.2691,   6.184,  2.4  
  9793, 2014, 10, 16, 16, 51, 15,  36.7440,  -98.3575,   4.331,  2.6  
  9794, 2014, 10, 16, 16, 51, 16,  36.7607,  -98.3323,   6.971,  2.6  
  9795, 2014, 10, 16, 19, 06, 02,  36.6164,  -98.6679,   7.175,  2.4  
  9796, 2014, 10, 16, 20, 07, 46,  36.5996,  -97.8192,   6.990,  2.4  
  9797, 2014, 10, 16, 22, 19, 09,  36.2071,  -97.5414,   5.237,  2.6  
  9798, 2014, 10, 16, 22, 33, 22,  36.2097,  -97.5396,   5.594,  2.6  
  9799, 2014, 10, 16, 23, 07, 09,  36.2076,  -97.5426,   5.245,  2.8  
  9800, 2014, 10, 16, 23, 10, 04,  36.2079,  -97.5429,   5.249,  2.5  
  9801, 2014, 10, 17, 00, 26, 02,  36.2094,  -97.5457,   5.370,  2.4  
  9802, 2014, 10, 17, 02, 13, 06,  36.8577,  -98.0382,   3.572,  2.8  
  9803, 2014, 10, 17, 02, 48, 46,  36.5055,  -99.0423,   5.905,  2.3  
  9804, 2014, 10, 17, 02, 48, 47,  36.5749,  -98.9747,   3.775,  2.3  
  9805, 2014, 10, 17, 02, 56, 32,  36.2050,  -97.5367,   5.199,  2.7  
  9806, 2014, 10, 17, 03, 07, 17,  36.8662,  -97.3833,   6.462,  2.1  
  9807, 2014, 10, 17, 03, 09, 35,  36.2072,  -97.5355,   5.454,  2.2  
  9808, 2014, 10, 17, 04, 09, 26,  36.5020,  -99.0243,   0.963,  2.9  
  9809, 2014, 10, 17, 05, 08, 09,  36.2050,  -97.5370,   5.103,  2.1  
  9810, 2014, 10, 17, 05, 21, 21,  36.3508,  -97.1003,   4.392,  2.6  
  9811, 2014, 10, 17, 05, 25, 23,  36.2059,  -97.5391,   5.196,  2.6  
  9812, 2014, 10, 17, 05, 26, 04,  36.2056,  -97.5385,   5.113,  2.6  
  9813, 2014, 10, 17, 06, 18, 55,  36.8509,  -97.3910,   7.236,  2.3  
  9814, 2014, 10, 17, 07, 11, 03,  36.5100,  -99.0393,   6.499,  2.9  
  9815, 2014, 10, 17, 07, 13, 49,  36.2058,  -97.5390,   5.206,  2.1  
  9816, 2014, 10, 17, 07, 20, 14,  37.0775,  -98.0252,   6.025,  2.5  
  9817, 2014, 10, 17, 07, 59, 43,  36.8405,  -97.8837,   4.449,  2.5  
  9818, 2014, 10, 17, 08, 23, 15,  37.0780,  -98.0247,   6.025,  1.8  
  9819, 2014, 10, 17, 08, 43, 29,  36.4509,  -97.0929,   5.890,  2.4  
  9820, 2014, 10, 17, 08, 49, 38,  36.4997,  -99.0464,   8.147,  3.1  
  9821, 2014, 10, 17, 08, 54, 34,  37.0559,  -97.9190,   6.477,  2.0  
  9822, 2014, 10, 17, 09, 27, 33,  36.5012,  -99.0426,   7.429,  2.6  
  9823, 2014, 10, 17, 12, 43, 49,  36.5021,  -99.0430,   7.486,  3.0  
  9824, 2014, 10, 17, 12, 51, 55,  36.5017,  -99.0422,   7.468,  3.1  
  9825, 2014, 10, 17, 13, 33, 14,  36.8607,  -97.8945,   3.929,  2.5  
  9826, 2014, 10, 17, 13, 33, 15,  36.8582,  -97.8990,   4.093,  2.5  
  9827, 2014, 10, 17, 13, 42, 59,  36.2050,  -97.5367,   5.062,  2.2  
  9828, 2014, 10, 17, 15, 11, 23,  35.8147,  -97.4197,   5.297,  3.2  
  9829, 2014, 10, 17, 15, 11, 24,  35.8118,  -97.4242,   5.597,  3.2  
  9830, 2014, 10, 17, 15, 15, 25,  35.8097,  -97.4231,   5.460,  2.5  
  9831, 2014, 10, 17, 15, 19, 46,  35.8107,  -97.4230,   5.566,  2.4  
  9832, 2014, 10, 17, 16, 13, 44,  35.3680,  -96.5658,   5.747,  2.4  
  9833, 2014, 10, 17, 16, 47, 42,  36.5124,  -99.0413,   5.560,  3.2  
  9834, 2014, 10, 17, 16, 56, 42,  36.2071,  -97.5415,   5.240,  3.3  
  9835, 2014, 10, 17, 17, 22, 21,  35.7211,  -97.2215,   5.189,  1.7  
  9836, 2014, 10, 17, 17, 42, 09,  36.5023,  -99.0441,   7.449,  2.6  
  9837, 2014, 10, 17, 18, 16, 20,  36.5011,  -99.0434,   7.315,  2.8  
  9838, 2014, 10, 17, 18, 20, 35,  36.2889,  -97.1660,   4.712,  2.0  
  9839, 2014, 10, 17, 18, 20, 36,  36.2817,  -97.1717,   5.823,  2.0  
  9840, 2014, 10, 17, 19, 02, 30,  36.3511,  -97.0995,   4.398,  2.0  
  9841, 2014, 10, 17, 19, 07, 09,  36.3514,  -97.0998,   4.380,  2.0  
  9842, 2014, 10, 17, 19, 17, 42,  36.3510,  -97.0990,   4.386,  2.5  
  9843, 2014, 10, 17, 22, 54, 13,  35.8139,  -97.4151,   5.299,  2.0  
  9844, 2014, 10, 17, 22, 56, 25,  36.9305,  -98.3216,   4.085,  2.2  
  9845, 2014, 10, 18, 00, 40, 59,  37.1887,  -97.9814,   4.479,  1.6  
  9846, 2014, 10, 18, 02, 59, 46,  36.8478,  -98.2324,   5.815,  2.2  
  9847, 2014, 10, 18, 03, 01, 38,  36.0828,  -97.0364,   4.351,  2.2  
  9848, 2014, 10, 18, 03, 34, 03,  36.0832,  -97.0412,   6.130,  2.8  
  9849, 2014, 10, 18, 04, 32, 36,  36.5078,  -98.5592,   6.857,  2.3  
  9850, 2014, 10, 18, 04, 46, 59,  36.6727,  -97.9700,   3.134,  2.4  
  9851, 2014, 10, 18, 04, 47, 00,  36.6608,  -97.9649,   5.559,  2.4  
  9852, 2014, 10, 18, 06, 17, 21,  37.2365,  -97.9635,   4.749,  2.3  
  9853, 2014, 10, 18, 07, 32, 14,  37.2246,  -97.9629,   3.585,  2.1  
  9854, 2014, 10, 18, 09, 48, 38,  36.1405,  -97.4737,   3.950,  2.2  
  9855, 2014, 10, 18, 09, 57, 52,  36.4777,  -97.7524,   6.128,  2.4  
  9856, 2014, 10, 18, 11, 05, 52,  36.1354,  -97.4780,   5.209,  2.4  
  9857, 2014, 10, 18, 12, 34, 24,  36.5017,  -99.0443,   7.415,  3.0  
  9858, 2014, 10, 18, 19, 26, 13,  36.2057,  -97.5384,   5.244,  3.0  
  9859, 2014, 10, 19, 01, 09, 53,  37.0870,  -98.0087,   5.621,  2.0  
  9860, 2014, 10, 19, 01, 16, 13,  36.2789,  -96.9374,   5.941,  3.4  
  9861, 2014, 10, 19, 01, 49, 44,  36.2792,  -96.9400,   6.101,  3.0  
  9862, 2014, 10, 19, 02, 13, 04,  36.2792,  -96.9395,   6.148,  2.4  
  9863, 2014, 10, 19, 03, 04, 01,  36.2794,  -96.9422,   6.093,  3.0  
  9864, 2014, 10, 19, 09, 55, 30,  36.4474,  -97.0624,   4.799,  2.2  
  9865, 2014, 10, 19, 09, 57, 48,  37.2187,  -97.8811,   4.017,  2.4  
  9866, 2014, 10, 19, 10, 14, 44,  36.3966,  -97.1687,   4.849,  2.1  
  9867, 2014, 10, 19, 12, 32, 23,  35.6048,  -97.2139,   5.893,  1.5  
  9868, 2014, 10, 19, 13, 52, 32,  37.2152,  -97.8795,   3.151,  1.8  
  9869, 2014, 10, 19, 17, 04, 58,  36.0207,  -97.0911,   4.208,  2.1  
  9870, 2014, 10, 19, 17, 11, 17,  36.4982,  -99.0480,   7.341,  3.0  
  9871, 2014, 10, 19, 17, 42, 42,  37.0732,  -97.8217,   4.595,  2.0  
  9872, 2014, 10, 19, 19, 47, 08,  36.6436,  -97.7103,   5.057,  2.0  
  9873, 2014, 10, 19, 20, 07, 55,  37.2216,  -98.0293,   4.069,  1.6  
  9874, 2014, 10, 19, 22, 26, 25,  36.3515,  -97.0995,   4.297,  2.5  
  9875, 2014, 10, 20, 00, 13, 50,  37.0729,  -97.8822,   4.399,  1.8  
  9876, 2014, 10, 20, 02, 31, 15,  35.7710,  -97.4853,   6.045,  1.9  
  9877, 2014, 10, 20, 02, 38, 27,  37.1348,  -97.6784,   4.755,  1.9  
  9878, 2014, 10, 20, 02, 39, 29,  36.6691,  -98.1471,   6.358,  2.6  
  9879, 2014, 10, 20, 02, 56, 03,  36.7651,  -98.0049,   7.295,  2.2  
  9880, 2014, 10, 20, 04, 50, 59,  35.8106,  -97.4217,   5.560,  2.4  
  9881, 2014, 10, 20, 06, 11, 50,  36.6003,  -97.8174,   6.995,  2.2  
  9882, 2014, 10, 20, 06, 19, 36,  36.6006,  -97.8169,   7.003,  2.3  
  9883, 2014, 10, 20, 06, 41, 43,  36.6009,  -97.8165,   7.006,  2.7  
  9884, 2014, 10, 20, 06, 47, 09,  35.9668,  -97.3922,   5.018,  2.3  
  9885, 2014, 10, 20, 06, 56, 35,  37.2288,  -97.9545,   3.658,  1.9  
  9886, 2014, 10, 20, 07, 56, 36,  36.1967,  -97.0540,   5.859,  1.9  
  9887, 2014, 10, 20, 07, 57, 14,  35.8145,  -97.4427,   4.852,  2.0  
  9888, 2014, 10, 20, 11, 36, 54,  37.2376,  -97.9512,   4.008,  1.5  
  9889, 2014, 10, 20, 14, 21, 48,  35.6047,  -97.2170,   5.941,  1.9  
  9890, 2014, 10, 20, 14, 25, 03,  37.0555,  -97.9179,   6.422,  3.1  
  9891, 2014, 10, 20, 15, 20, 54,  35.9490,  -96.7882,   3.696,  2.5  
  9892, 2014, 10, 20, 15, 35, 30,  36.6712,  -98.1580,   6.234,  3.0  
  9893, 2014, 10, 20, 16, 41, 46,  35.9491,  -96.7889,   3.709,  2.8  
  9894, 2014, 10, 20, 16, 50, 02,  36.4683,  -97.2924,   6.085,  2.0  
  9895, 2014, 10, 20, 19, 06, 36,  35.6041,  -97.2151,   5.844,  2.0  
  9896, 2014, 10, 20, 19, 15, 41,  37.2223,  -98.0299,   3.995,  2.1  
  9897, 2014, 10, 20, 20, 02, 25,  35.9490,  -96.7905,   4.441,  2.9  
  9898, 2014, 10, 20, 20, 34, 16,  35.4222,  -96.5822,   6.226,  3.5  
  9899, 2014, 10, 20, 21, 33, 11,  35.6040,  -97.2153,   5.862,  2.8  
  9900, 2014, 10, 20, 21, 33, 16,  37.0555,  -97.9173,   6.322,  2.6  
  9901, 2014, 10, 20, 21, 39, 02,  36.3424,  -97.0585,   4.209,  2.4  
  9902, 2014, 10, 20, 23, 07, 29,  36.8175,  -97.7243,   6.355,  2.3  
  9903, 2014, 10, 20, 23, 10, 12,  36.8182,  -97.7253,   6.360,  2.5  
  9904, 2014, 10, 20, 23, 30, 47,  37.0556,  -97.9188,   6.351,  2.6  
  9905, 2014, 10, 21, 00, 46, 18,  36.7260,  -97.8864,   5.282,  3.3  
  9906, 2014, 10, 21, 01, 32, 56,  36.2586,  -97.5606,   5.916,  2.2  
  9907, 2014, 10, 21, 02, 34, 42,  37.0558,  -97.9196,   6.410,  1.8  
  9908, 2014, 10, 21, 02, 48, 39,  36.8202,  -97.7947,   4.309,  2.3  
  9909, 2014, 10, 21, 03, 14, 59,  36.7256,  -97.8858,   5.330,  2.6  
  9910, 2014, 10, 21, 03, 19, 23,  35.8129,  -97.4224,   5.713,  2.2  
  9911, 2014, 10, 21, 03, 46, 30,  37.0561,  -97.9204,   6.447,  1.9  
  9912, 2014, 10, 21, 03, 50, 36,  35.6037,  -97.2166,   5.916,  2.0  
  9913, 2014, 10, 21, 04, 26, 39,  36.1467,  -96.9682,   4.132,  2.3  
  9914, 2014, 10, 21, 05, 38, 09,  36.1638,  -97.3101,   5.415,  2.5  
  9915, 2014, 10, 21, 05, 58, 56,  36.0980,  -97.0209,   5.775,  2.0  
  9916, 2014, 10, 21, 06, 05, 38,  37.0554,  -97.9157,   6.336,  1.9  
  9917, 2014, 10, 21, 08, 00, 22,  36.3046,  -96.8818,   5.660,  2.4  
  9918, 2014, 10, 21, 08, 55, 46,  36.6252,  -97.7040,   6.602,  3.0  
  9919, 2014, 10, 21, 09, 05, 19,  36.8782,  -97.9731,   5.525,  2.7  
  9920, 2014, 10, 21, 09, 17, 30,  36.3049,  -96.8811,   5.664,  2.4  
  9921, 2014, 10, 21, 09, 39, 38,  35.6037,  -97.2163,   5.897,  2.5  
  9922, 2014, 10, 21, 09, 40, 45,  36.3051,  -96.8815,   5.652,  2.6  
  9923, 2014, 10, 21, 09, 41, 57,  35.9492,  -96.7874,   3.503,  2.5  
  9924, 2014, 10, 21, 09, 57, 23,  36.5050,  -99.0306,   7.690,  2.6  
  9925, 2014, 10, 21, 10, 12, 35,  37.1889,  -97.9815,   4.603,  1.6  
  9926, 2014, 10, 21, 11, 55, 44,  37.0558,  -97.9202,   6.435,  3.0  
  9927, 2014, 10, 21, 12, 37, 38,  37.0562,  -97.9214,   6.385,  1.7  
  9928, 2014, 10, 21, 13, 27, 12,  36.7281,  -98.1029,   6.603,  2.5  
  9929, 2014, 10, 21, 13, 37, 01,  35.9932,  -97.2296,   4.583,  2.2  
  9930, 2014, 10, 21, 14, 26, 10,  35.8124,  -97.4218,   5.696,  2.4  
  9931, 2014, 10, 21, 15, 01, 08,  35.4756,  -97.3628,   5.982,  2.2  
  9932, 2014, 10, 21, 15, 02, 12,  37.0558,  -97.9187,   6.326,  1.9  
  9933, 2014, 10, 21, 15, 52, 20,  37.0563,  -97.9204,   6.471,  2.1  
  9934, 2014, 10, 21, 16, 18, 32,  36.4617,  -99.0975,  18.577,  2.7  
  9935, 2014, 10, 21, 16, 34, 03,  36.4866,  -99.0528,  12.436,  2.6  
  9936, 2014, 10, 21, 19, 44, 48,  36.0828,  -97.0410,   6.140,  2.2  
  9937, 2014, 10, 21, 19, 48, 48,  36.7556,  -98.0563,   6.790,  2.9  
  9938, 2014, 10, 21, 22, 51, 10,  37.0554,  -97.9182,   6.357,  2.2  
